name,slug,released,genre,rating,metacritic
Wide Ocean Big Jacket,wide-ocean-big-jacket,2020-01-21,Casual,0.0,79.0
Clash Force,clash-force,2020-07-03,Indie,0.0,
BOSSGARD,bossgard,2020-05-21,Indie,0.0,
Infestation: Battle Royale,infestation-battle-royale,2020-03-04,Indie,0.0,
Tactical Three Kingdoms (3 Kingdoms) - Strategy & War,tactical-three-kingdoms-3-kingdoms-strategy-war,2020-04-01,Casual,0.0,
3on3 FreeStyle: Rebound,3on3-freestyle-rebound,2020-07-14,Casual,0.0,
Umurangi Generation,umurangi-generation,2020-05-19,Casual,0.0,
I Am Dead,i-am-dead,2020-10-08,Indie,0.0,
Carto,carto,2020-10-26,Indie,0.0,
Far-Out,far-out,2020-01-17,Indie,0.0,
Krush Kill 'N Destroy Xtreme,krush-kill-n-destroy-xtreme,2020-07-23,Strategy,0.0,
Harem Girl: Nikki,harem-girl-nikki,2020-03-30,Adventure,0.0,
Foregone,foregone,2020-10-05,Indie,0.0,
Seek Girl Ⅳ,seek-girl-iv-2,2020-01-09,Adventure,0.0,
CHANGE: A Homeless Survival Experience,change-a-homeless-survival-experience,2020-04-30,Strategy,0.0,
Ironsmith Medieval Simulator: Prologue,ironsmith-medieval-simulator-prologue,2020-06-08,Indie,0.0,
Wintermoor Tactics Club,wintermoor-tactics-club,2020-05-04,Strategy,0.0,
Banners of Ruin,banners-of-ruin,2020-07-30,Card,0.0,
HyperParasite,hyperparasite,2020-03-03,Indie,0.0,
9 Monkeys of Shaolin,9-monkeys-of-shaolin,2020-10-16,Indie,0.0,71.0
Notruf 112 - Die Feuerwehr Simulation 2: Showroom,notruf-112-die-feuerwehr-simulation-2-showroom,2020-04-06,Casual,0.0,
WAKING,waking,2020-06-17,Indie,0.0,
Rune Factory 4 Special,rune-factory-4-special,2020-02-25,RPG,0.0,
The Shattering,the-shattering,2020-04-20,Indie,3.0,
DungeonTop,dungeontop,2020-01-15,Strategy,0.0,
Wish,wish,2020-01-17,Adventure,0.0,
Ikenfell,ikenfell,2020-10-07,Indie,0.0,72.0
Best Friend Forever,best-friend-forever,2020-06-18,Indie,0.0,
Combat Arms: the Classic,combat-arms-the-classic,2020-07-14,Adventure,0.0,
Love wish,love-wish,2020-01-13,Casual,0.0,
Ninjala,ninjala,2020-06-24,Action,3.89,
Panzer Dragoon: Remake,panzer-dragoon-2,2020-09-28,Action,0.0,
Imagination - Online Board game,imagination-online-board-game,2020-02-24,Casual,0.0,
Harem Girl: Alicia,harem-girl-alicia,2020-03-20,Casual,0.0,
Ary and the Secret of Seasons,ary-and-the-secret-of-seasons,2020-09-01,Indie,0.0,
Higurashi When They Cry Hou - Ch.8 Matsuribayashi,higurashi-when-they-cry-hou-ch8-matsuribayashi,2020-05-13,Adventure,0.0,
Atelier Shallie: Alchemists of the Dusk Sea DX,atelier-shallie-alchemists-of-the-dusk-sea-dx,2020-01-14,Adventure,0.0,
Sundered: Eldritch Edition,sundered-eldritch-edition,2020-06-07,Action,3.83,
Pikmin 3 Deluxe,pikmin-3-deluxe,2020-10-30,Strategy,0.0,
Jiangshi x Daoshi,jiangshi-x-daoshi,2020-07-16,Casual,0.0,
Leons Identität,leons-identitat,2020-09-03,Adventure,0.0,
Tonight We Riot,tonight-we-riot,2020-05-05,Indie,0.0,
Night of the Dead,night-of-the-dead,2020-08-28,Indie,0.0,
Bayonetta & Vanquish 10th Anniversary Bundle,bayonetta-vanquish-10th-anniversary-bundle,2020-02-18,Action,4.14,
The Outer Worlds: Peril on Gordon,the-outer-worlds-peril-on-gordon,2020-09-09,Shooter,0.0,74.0
Space Crew,space-crew,2020-10-15,Strategy,0.0,
Hentai Mosaique Neko Waifus,hentai-mosaique-neko-waifus,2020-01-27,Casual,0.0,
Suicide Guy VR,suicide-guy-vr,2020-07-24,Action,0.0,
Table Manners,table-manners-2,2020-09-30,Strategy,0.0,
Inertial Drift,inertial-drift,2020-09-11,Racing,0.0,83.0
SWORD ART ONLINE Alicization Lycoris,sword-art-online-alicization-lycoris-2,2020-07-10,Adventure,0.0,
Bug Academy,bug-academy,2020-01-14,Casual,0.0,
Fury Unleashed,fury-unleashed,2020-05-07,Shooter,0.0,
PAPER TANKS,paper-tanks,2020-09-17,Adventure,4.3,
Relicta,relicta,2020-08-03,Indie,0.0,74.0
Infliction,infliction,2020-02-25,Indie,0.0,
GONNER2,gonner2,2020-10-22,Platformer,0.0,
Warface: Breakout,warface-breakout,2020-05-26,Shooter,0.0,
Krush Kill ‘N Destroy 2: Krossfire,krush-kill-n-destroy-2-krossfire,2020-07-23,Strategy,0.0,
Kill It With Fire,kill-it-with-fire-2,2020-08-13,Casual,0.0,
MotoGP 20,motogp-20,2020-04-23,Racing,0.0,
Voidtrain,voidtrain,2020-09-09,Indie,0.0,
Super Mega Baseball 3,super-mega-baseball-3,2020-05-13,Indie,0.0,
Commander '85 Prologue,commander-85-prologue,2020-07-16,Indie,0.0,
City Eye: Prologue,city-eye-prologue,2020-06-17,Indie,0.0,
Evil Democracy: 1932,evil-democracy-1932,2020-05-01,Strategy,0.0,
Vertigo Remastered,vertigo-remastered,2020-07-21,Indie,0.0,
NASCAR Heat 5,nascar-heat-5,2020-07-09,Racing,0.0,66.0
WRC 9,wrc-9,2020-09-04,Racing,0.0,80.0
Main Assembly Beta,main-assembly-beta,2020-03-26,Indie,0.0,
Hero of the Kingdom: The Lost Tales 1,hero-of-the-kingdom-the-lost-tales-1,2020-04-17,Adventure,0.0,
Monster Crown,monster-crown,2020-07-31,Indie,0.0,
Milo's Quest,milos-quest,2020-01-28,Indie,0.0,
Secret Government,secret-government,2020-06-21,Strategy,0.0,
The Signifier,the-signifier,2020-10-15,Indie,0.0,
Concept Destruction,concept-destruction,2020-05-19,Racing,0.0,
The Dungeon Of Naheulbeuk: The Amulet Of Chaos,the-dungeon-of-naheulbeuk-the-amulet-of-chaos,2020-09-17,RPG,0.0,
Wolf's Gang,wolfs-gang,2020-08-20,RPG,0.0,
Cute Honey,cute-honey,2020-07-22,Casual,0.0,
Teardown,teardown-2,2020-10-29,Strategy,0.0,
Space Raiders in Space,space-raiders-in-space,2020-04-16,Strategy,0.0,
League of Angels-Heaven's Fury,league-of-angels-heavens-fury,2020-09-03,Massively Multiplayer,0.0,
Immortal Realms: Vampire Wars,immortal-realms-vampire-wars,2020-08-27,Strategy,0.0,
My Exercise,my-exercise,2020-08-26,Racing,0.0,
Overpass(2020),overpass-2,2020-03-17,Racing,0.0,
Main Assembly,main-assembly,2020-04-16,Indie,0.0,
NEOMORPH,neomorph,2020-01-14,Indie,0.0,
No one lives under the lighthouse,no-one-lives-under-the-lighthouse,2020-04-17,Indie,0.0,
GemCraft - Frostborn Wrath,gemcraft-frostborn-wrath,2020-01-09,Strategy,0.0,
Heroines of Swords & Spells,heroines-of-swords-spells,2020-03-17,Indie,0.0,
Whateverland: Prologue,whateverland-prologue,2020-06-10,Indie,0.0,
Popup Dungeon,popup-dungeon,2020-08-12,Strategy,0.0,
Doom Eternal: The Ancient Gods - Part One,doom-the-ancient-gods,2020-10-20,Shooter,0.0,76.0
MadGuns,madguns,2020-07-03,Indie,0.0,
SWORD ART ONLINE: Alicization Lycoris,sword-art-online-alicization-lycoris,2020-07-10,RPG,2.0,56.0
Max Gentlemen Sexy Business!,max-gentlemen-sexy-business,2020-02-25,Indie,0.0,
STATIONflow,stationflow,2020-04-15,Strategy,0.0,
Praetorians - HD Remaster,praetorians-hd-remaster,2020-01-24,Strategy,0.0,56.0
Project Sakura Wars,project-sakura-wars,2020-04-01,Action,0.0,
Hellraid,hellraid,2020-08-13,Action,0.0,
Vampire: The Masquerade - Shadows of New York,vampire-the-masquerade-shadows-of-new-york,2020-09-10,Indie,0.0,
ITTA,itta,2020-04-22,Indie,0.0,
Winds Rhapsody,winds-rhapsody,2020-08-23,RPG,0.0,
Disaster Report 4: Summer Memories Demo,disaster-report-4-summer-memories-demo,2020-04-06,none,0.0,
Danger Scavenger,danger-scavenger,2020-06-16,Strategy,0.0,
Timelie,timelie,2020-05-20,Indie,0.0,
Last Evil,last-evil,2020-02-07,Strategy,0.0,
Record of Battle 3D Maiden Wars,record-of-battle-3d-maiden-wars,2020-08-20,RPG,0.0,
The Baby In Yellow,the-baby-in-yellow,2020-07-12,Simulation,4.11,
Red Bow,red-bow,2020-01-14,Casual,0.0,
Mosaique Neko Waifus 2,mosaique-neko-waifus-2,2020-06-05,Casual,0.0,
Steamy Sextet,steamy-sextet,2020-01-13,Casual,0.0,
Sexual Void,sexual-void,2020-09-10,Casual,0.0,
The Dark Crystal: Age of Resistance Tactics,the-dark-crystal-age-of-resistance-tactics,2020-02-04,Strategy,0.0,61.0
Heaven Dust 秘馆疑踪,heaven-dust-mi-guan-yi-zong,2020-02-26,Indie,0.0,
DOGFIGHTER -WW2,dogfighter-ww2,2020-03-03,Massively Multiplayer,0.0,
STORY OF SEASONS: Friends of Mineral Town,story-of-seasons-friends-of-mineral-town,2020-07-14,Casual,0.0,
Company of Crime,company-of-crime,2020-08-07,Strategy,0.0,
Forgotten Trace: Thanatos in Nostalgia,forgotten-trace-thanatos-in-nostalgia,2020-06-24,Casual,0.0,
Risen Kingdom,risen-kingdom,2020-02-28,Strategy,0.0,
Espire 1: VR Operative,espire-1-vr-operative,2020-06-30,Shooter,0.0,
The Convenience Store | 夜勤事件,the-convenience-store-ye-qin-shi-jian,2020-02-17,Adventure,0.0,
Death Come True,death-come-true,2020-06-25,Adventure,0.0,
Men Bang,men-bang,2020-08-18,Casual,0.0,
Knock Harder,knock-harder,2020-04-27,Adventure,0.0,
Happy Marriage Project - Starting from 9 years old,happy-marriage-project-starting-from-9-years-old,2020-08-20,RPG,0.0,
Souls Lore,souls-lore,2020-08-20,RPG,0.0,
Atelier Escha & Logy: Alchemists of the Dusk Sky DX,atelier-escha-logy-alchemists-of-the-dusk-sky-dx,2020-01-14,RPG,0.0,
Saint Kotar: The Yellow Mask,saint-kotar-the-yellow-mask,2020-06-17,Indie,0.0,
Fight Crab,fight-crab,2020-07-30,Indie,0.0,
Dread Nautical,dread-nautical,2020-04-29,Strategy,0.0,
RoboArena,roboarena,2020-06-11,Indie,0.0,
Withstand: Survival,withstand-survival,2020-03-05,Adventure,0.0,
Rainy,rainy-3,2020-09-17,Action,0.0,
War Theatre: Blood of Winter,war-theatre-blood-of-winter,2020-01-22,Strategy,0.0,
Guardians of the Ashes,guardians-of-the-ashes,2020-02-21,Indie,0.0,
House on the Hill,house-on-the-hill-2,2020-07-29,Indie,0.0,
The Light Remake,the-light-remake,2020-06-04,Indie,0.0,
Warhammer Underworlds: Online,warhammer-underworlds-online,2020-01-29,Strategy,0.0,
Signs of the Sojourner: Prologue,signs-of-the-sojourner-prologue,2020-05-29,Indie,0.0,
Total Tank Simulator,total-tank-simulator,2020-05-20,Strategy,0.0,
OhShape,ohshape,2020-09-24,Family,0.0,
City of Broken Dreamers: Book One,city-of-broken-dreamers-book-one,2020-08-07,Indie,0.0,
Blackthorn Arena,blackthorn-arena,2020-01-17,Strategy,0.0,
Anno 1404 - History Edition,anno-1404-history-edition,2020-06-25,Strategy,0.0,
G String,g-string,2020-10-16,Indie,0.0,
The Red Lantern,the-red-lantern,2020-10-22,Adventure,0.0,
Pokémon Café Mix,pokemon-cafe-mix,2020-06-23,Casual,2.67,
Arknights,arknights,2020-01-16,Card,4.57,
Lost Artifacts,lost-artifacts,2020-02-19,Casual,0.0,
Zelter,zelter,2020-10-22,Indie,0.0,
RIDE 4,ride-4,2020-10-05,Racing,0.0,77.0
Luise and Secret Basement Rooms,luise-and-secret-basement-rooms,2020-08-20,RPG,0.0,
Unbound: Worlds Apart Prologue,unbound-worlds-apart-prologue,2020-03-26,Indie,0.0,
ROBOTICS;NOTES DaSH,roboticsnotes-dash,2020-10-13,Adventure,0.0,
Streamer Life Simulator,streamer-life-simulator,2020-08-21,Adventure,0.0,
Birthday of Midnight,birthday-of-midnight,2020-09-29,none,0.0,
Langrisser I & II,langrisser-i-ii,2020-03-10,Strategy,0.0,
Library Of Ruina,library-of-ruina,2020-05-15,Strategy,0.0,
POPPIN' DONUTS,poppin-donuts,2020-09-17,Casual,0.0,
Knock on the Coffin Lid,knock-on-the-coffin-lid,2020-04-08,Strategy,0.0,
Trash Can Dungeon - Battle Against The ZOO,trash-can-dungeon-battle-against-the-zoo,2020-08-20,RPG,0.0,
Leisure Suit Larry - Wet Dreams Dry Twice,leisure-suit-larry-wet-dreams-dry-twice,2020-10-14,none,0.0,
The Escaper,the-escaper,2020-03-09,Adventure,0.0,
The Legend of Heroes: Trails of Cold Steel III Demo,the-legend-of-heroes-trails-of-cold-steel-iii-demo,2020-03-22,none,0.0,
Wesprau Senki,wesprau-senki,2020-08-20,RPG,0.0,
Vaporum: Lockdown,vaporum-lockdown,2020-09-14,Indie,0.0,
FREEDIVER: Triton Down,freediver-triton-down,2020-02-25,Indie,0.0,
Colt Canyon,colt-canyon,2020-06-16,Indie,0.0,
Orcs Must Die! 3,orcs-must-die-3,2020-07-14,Strategy,0.0,
The Elder Scrolls Online: Greymoor,the-elder-scrolls-online-greymoor,2020-06-09,Massively Multiplayer,0.0,73.0
Old World,old-world-2,2020-05-05,Strategy,0.0,
Treachery in Beatdown City,treachery-in-beatdown-city,2020-03-31,Action,0.0,
Dictators:No Peace Countryballs,dictatorsno-peace-countryballs,2020-01-01,Casual,0.0,
Struggling,struggling,2020-08-27,Casual,0.0,
Monster Prom 2: Monster Camp,monster-prom-2-monster-camp,2020-10-22,Indie,0.0,
Panzer Corps 2,panzer-corps-2,2020-03-18,Strategy,0.0,
Half Past Fate,half-past-fate,2020-03-12,Adventure,0.0,
Magical Charming! Chronicles of Zero,magical-charming-chronicles-of-zero,2020-03-20,Casual,0.0,
Knight Simulator,knight-simulator,2020-05-11,Action,0.0,
Zoria: Age of Shattering Prologue,zoria-age-of-shattering-prologue,2020-04-29,Indie,0.0,
Demon's Tier+,demons-tier-2,2020-06-09,RPG,0.0,
Freakout: Calamity TV Show,freakout-calamity-tv-show,2020-04-17,Indie,0.0,
BE-A Walker,be-a-walker,2020-05-07,Indie,0.0,
Super Mario Bros. 35,super-mario-bros-35,2020-10-01,Platformer,0.0,
Lust Epidemic,lust-epidemic,2020-01-09,Adventure,0.0,
Whiteboyz Wit Attitude: The Pursuit of Money,whiteboyz-wit-attitude-the-pursuit-of-money,2020-05-22,none,0.0,
Ever Forward,ever-forward,2020-08-12,Casual,0.0,
Rainy Season,mei-yu-nori-rainy-season,2020-05-01,Casual,0.0,
Resolutiion Demo,resolutiion-demo,2020-04-27,none,0.0,
Radical Rabbit Stew,radical-rabbit-stew,2020-07-16,Indie,0.0,
Conan Chop Chop,conan-chop-chop,2020-02-25,Action,0.0,
Thy Sword,thy-sword,2020-05-12,Indie,0.0,
Cyber Manhunt,cyber-manhunt,2020-08-23,Indie,0.0,
Batbarian: Testament of the Primordials,batbarian,2020-10-12,Adventure,0.0,
Twin Breaker: A Sacred Symbols Adventure,twin-breaker-a-sacred-symbols-adventure,2020-03-24,Casual,0.0,
Marco & The Galaxy Dragon,marco-the-galaxy-dragon,2020-02-28,Casual,0.0,
112th Seed,112th-seed,2020-07-28,Family,0.0,
Fallout 76: Wastelanders,fallout-76-wastelanders,2020-04-14,Action,0.0,66.0
Zero Zero Zero Zero,zero-zero-zero-zero,2020-02-04,none,0.0,
Deadliest Catch: The Game,deadliest-catch-the-game,2020-04-14,Indie,0.0,
In Silence,in-silence,2020-10-16,Action,0.0,
Mosaique Neko Waifus 3,mosaique-neko-waifus-3,2020-08-27,Casual,0.0,
Transient,transient-2,2020-10-27,Indie,0.0,
Dread X Collection 2,dread-x-collection-2,2020-08-21,Indie,0.0,
Deathtrap Dungeon: The Interactive Video Adventure,deathtrap-dungeon-the-interactive-video-adventure,2020-01-21,Casual,0.0,
Animal Revolt Battle Simulator,animal-revolt-battle-simulator,2020-02-17,Action,3.67,
Senren＊Banka,senrenbanka,2020-02-14,Casual,0.0,
Kingdom Under Fire: The Crusaders,kingdom-under-fire-the-crusaders,2020-02-27,Strategy,0.0,
Gedonia,gedonia,2020-06-02,RPG,0.0,
Surgeon Simulator 2,surgeon-simulator-2,2020-08-27,Action,0.0,72.0
Down the Rabbit Hole,down-the-rabbit-hole-2,2020-03-26,Adventure,0.0,
Against The Moon: Prologue,against-the-moon-prologue,2020-07-22,Indie,0.0,
Total Lockdown,total-lockdown,2020-03-25,Massively Multiplayer,0.0,
A Fold Apart,a-fold-apart,2020-05-19,Casual,0.0,
Cyber Hook,cyber-hook,2020-09-23,Action,0.0,
PONG Quest,pong-quest-2,2020-05-29,Arcade,0.0,
Tom Clancy’s The Division 2: Warlords of New York,tom-clancys-the-division-2-warlords-of-new-york,2020-03-03,Action,0.0,
Train Sim World 2,train-sim-world-2,2020-08-20,Racing,0.0,
Horizon's Gate,horizons-gate,2020-03-09,Indie,0.0,
ATRI -My Dear Moments,atri-my-dear-moments,2020-06-18,Casual,0.0,
Halo,halo,2020-06-04,none,0.0,
Tentacle Girl,tentacle-girl,2020-02-14,Casual,0.0,
Orange Cast,orange-cast,2020-09-10,Shooter,0.0,
Eternal Hope,eternal-hope,2020-08-06,Indie,0.0,
Ben 10: Power Trip,ben-10-power-trip,2020-10-09,Adventure,0.0,
TT Isle of Man Ride on the Edge 2,tt-isle-of-man-ride-on-the-edge-2,2020-03-19,Racing,0.0,
Picross S4,picross-s4,2020-04-23,Puzzle,0.0,
Seek Girl:Fog Ⅰ,seek-girlfog-i,2020-06-12,Adventure,0.0,
Mafia: Trilogy,mafia-trilogy,2020-05-19,Adventure,0.0,
Ring of Pain,ring-of-pain,2020-10-14,Strategy,0.0,
Asterix & Obelix XXL: Romastered,asterix-obelix-xxl-romastered,2020-10-21,Adventure,0.0,
Lost Wing,lost-wing,2020-07-28,Racing,0.0,
Sanguine Rose,sanguine-rose,2020-04-17,Adventure,0.0,
Alwa's Legacy,alwas-legacy,2020-06-16,Indie,0.0,
Seek Girl V,seek-girl-v,2020-08-28,Adventure,0.0,
Rugby 20,rugby-20,2020-01-23,Simulation,0.0,
Tesla Force: United Scientists Army,tesla-force-united-scientists-army,2020-02-20,Indie,0.0,
Seeds of Chaos,seeds-of-chaos,2020-01-31,Casual,0.0,
Boomerang Fu,boomerang-fu,2020-08-13,Indie,0.0,
Hentai Nazi HITLER is Back,hentai-nazi-hitler-is-back,2020-04-01,Indie,0.0,
Chef - A Restaurant Tycoon Game,chef-a-restaurant-tycoon-game,2020-08-19,Simulation,0.0,
Borderlands Legendary Collection,borderlands-legendary-collection,2020-05-29,Shooter,0.0,
Jay and Silent Bob: Mall Brawl,jay-and-silent-bob-mall-brawl,2020-05-07,Indie,0.0,
NHL 21,nhl-21,2020-10-16,Sports,0.0,78.0
Twilight Path,twilight-path,2020-10-27,Casual,0.0,
Super Destronaut: Land Wars,super-destronaut-land-wars,2020-03-10,none,0.0,
DCL - The Game,dcl-the-game,2020-02-18,Racing,0.0,
一字不落,yi-zi-bu-luo,2020-01-02,Casual,0.0,
The Walking Dead Onslaught,the-walking-dead-onslaught,2020-09-29,Shooter,0.0,60.0
Out of the Park Baseball 21,out-of-the-park-baseball-21,2020-03-20,Strategy,0.0,
Dogurai,dogurai,2020-03-24,Indie,0.0,
Tamarin,tamarin,2020-09-10,Indie,0.0,
Radio Squid,radio-squid,2020-06-17,Casual,0.0,
Roboquest,roboquest-2,2020-08-20,Indie,0.0,
UFC 4,ufc-4,2020-08-14,Sports,0.0,80.0
Skully,skully-2,2020-08-04,Adventure,0.0,
Paper Beast,paper-beast,2020-03-24,Casual,0.0,
Pity Pit,pity-pit,2020-02-22,Platformer,0.0,
Hotel R'n'R,hotel-rnr,2020-05-28,Indie,0.0,
Hunting Simulator 2,hunting-simulator-2,2020-06-30,Shooter,0.0,
Drone Swarm,drone-swarm-2,2020-10-20,Strategy,0.0,
1971 Project Helios,1971-project-helios,2020-05-16,Strategy,0.0,60.0
Werewolf: the Apocalypse - Heart of the Forest Demo,werewolf-the-apocalypse-heart-of-the-forest-demo,2020-09-08,none,0.0,
Tower Tag,tower-tag,2020-05-28,Action,0.0,
Dead Age 2,dead-age-2,2020-07-16,Adventure,0.0,
Dying Light - Hellraid,dying-light-hellraid,2020-08-13,Shooter,0.0,
Ragnorium,ragnorium,2020-07-17,Adventure,0.0,
Sakura Knight,sakura-knight,2020-01-31,Casual,0.0,
Awesome Pea 2,awesome-pea-2,2020-06-03,Indie,0.0,
The Plague: Kingdom Wars,the-plague-kingdom-wars,2020-07-09,Action,0.0,
Spinch,spinch,2020-09-02,Indie,0.0,
VirtuaVerse Demo,virtuaverse-demo,2020-05-11,none,0.0,
Skeleton Crew,skeleton-crew-3,2020-09-01,Indie,0.0,
Death end re;Quest 2,death-end-request-2-2,2020-08-18,Adventure,0.0,
ULTRAKILL DEMO,ultrakill-demo,2020-10-07,none,0.0,
The Last of Waifus,the-last-of-waifus,2020-08-14,Adventure,0.0,
Return to Nangrim,return-to-nangrim,2020-10-01,Adventure,0.0,
Journey to the Savage Planet: Hot Garbage,journey-to-the-savage-planet-hot-garbage,2020-04-15,Adventure,0.0,
Crowns and Pawns: Kingdom of Deceit,crowns-and-pawns,2020-06-23,Indie,0.0,
Random Heroes: Gold Edition,random-heroes-gold-edition,2020-04-10,Casual,0.0,
Bucket Knight,bucket-knight,2020-02-28,Indie,0.0,
KingSim,kingsim,2020-02-19,Adventure,0.0,
Street Power Football,street-power-football,2020-08-25,Sports,0.0,41.0
Desktop Farm,desktop-farm,2020-07-31,Casual,0.0,
Liberated Free Trial,liberated-free-trial-2,2020-07-22,none,0.0,
Strip 4: Classmate Study,strip-4-classmate-study,2020-02-29,Casual,0.0,
COCKHEAD,cockhead,2020-08-16,Adventure,0.0,
Dreamland Solitaire: Dark Prophecy,dreamland-solitaire-dark-prophecy,2020-07-17,Casual,0.0,
Warriors of the Nile,warriors-of-the-nile,2020-08-07,Strategy,0.0,
Under Night In-Birth Exe:Late[cl-r],under-night-in-birth-exelatecl-r,2020-03-05,none,0.0,
Drox Operative 2,drox-operative-2,2020-05-31,Indie,0.0,
There Is No Game : Wrong Dimension,there-is-no-game-wrong-dimension,2020-08-06,Adventure,0.0,
HAAK,haak,2020-09-16,Indie,0.0,
DwarfHeim,dwarfheim,2020-10-22,Strategy,0.0,
Pendragon,pendragon,2020-09-22,Indie,0.0,
Futurust,futurust,2020-10-01,Indie,0.0,
Missing Children | 行方不明,missing-children-xing-fang-bu-ming,2020-06-12,Adventure,0.0,
Elmarion: Dragon time,elmarion-dragon-time,2020-03-01,Indie,0.0,
Radical Relocation,radical-relocation,2020-01-30,Adventure,0.0,
Might & Magic: Chess Royale,might-magic-chess-royale,2020-01-29,Strategy,0.0,65.0
Rebirth:Mr Wang,rebirthmr-wang,2020-10-03,Casual,0.0,
Orangeblood,orangeblood,2020-10-01,Indie,0.0,
MazM: Jekyll and Hyde,mazm-jekyll-and-hyde,2020-04-02,Strategy,0.0,
The Citadel,the-citadel-2,2020-08-05,Casual,0.0,
OshiRabu: Waifus Over Husbandos,oshirabu-waifus-over-husbandos,2020-02-27,Adventure,0.0,
Hentai Vs Furries,hentai-vs-furries,2020-01-10,Casual,0.0,
pyramida,pyramida,2020-08-03,Indie,0.0,
DRAG,drag-2,2020-08-11,Racing,0.0,
OneeChanbara ORIGIN,oneechanbara-origin,2020-10-14,Action,0.0,
Record of Lodoss War-Deedlit in Wonder Labyrinth-,record-of-lodoss-war-deedlit-in-wonder-labyrinth-,2020-03-13,Adventure,0.0,
A Summer's End - Hong Kong 1986,a-summers-end-hong-kong-1986,2020-03-24,Casual,0.0,
Rescue Team: Danger from Outer Space!,rescue-team-danger-from-outer-space,2020-06-24,Casual,0.0,
Top Run,top-run,2020-01-31,Action,0.0,
Project Kat,project-kat,2020-03-14,RPG,0.0,
Sakura Succubus,sakura-succubus,2020-03-31,Casual,0.0,
Robin Hood: Winds of Freedom,robin-hood-winds-of-freedom,2020-08-06,Casual,0.0,
Jump Rope Challenge,jump-rope-challenge,2020-06-15,Casual,0.0,
STRIDE,stride,2020-06-01,Adventure,0.0,
SINoALICE,sinoalice,2020-07-01,RPG,0.0,
Prehistoric Dude,prehistoric-dude,2020-08-11,Casual,0.0,
Picklock,picklock,2020-05-07,Indie,0.0,
The Legend of Heroes: Trails of Cold Steel IV,the-legend-of-heroes-trails-of-cold-steel-iv,2020-10-27,RPG,0.0,81.0
Bunny Park,bunny-park,2020-01-13,Simulation,0.0,
The Flower Collectors,the-flower-collectors,2020-04-20,Indie,3.17,
